post_id,cmt_content,cmt_author,cmt_created_at
1524798,이 배터리 모델들의지난 화재사고들도 많았나 보네요ㅜ,q4etron세종시,2024-08-02 07:56:00
1524798,이런건 제조사 측에서 보완책 혹은.. 리콜진행해주면 좋겠네요.. 벤츠는 가능할거 같은데..,조대I인천,2024-08-02 07:56:00
1524798,ix3도 같은 배터리 쓴다는데 걱정이네요,아차IIX3I전주,2024-08-02 08:02:00
1524798,네 기사검색해 보니 그렇다는데요.,다둥이 아빠l서울,2024-08-02 08:02:00
1524798,찾아보니 ix3가 외국에서 달리던 중 화재 발생해서 다 타버린 경우가 있었네요.,상상하라I하이브I광주,2024-08-02 08:08:00
1524798,"코나 및 니로도 Catl베터리 썼눈데, 내연기관도 화재는 발생하고 유독 전기차 화재가 부각되는 것도 있다 봅니다.",다둥이 아빠l서울,2024-08-02 08:08:00
1524798,"내연기관 화재는 관리부재로 그런거 같아요. 엔진오일 안갈아버리고 계속 타거나, 오일 누유로 누유된 오일이 열 받아서 불붙는 경우가 많은듯요. 그런데 그런건 생명에 지장을 주진 않아요.",상상하라I하이브I광주,2024-08-02 08:14:00
1524798,코나 니로는 811보다 더욱 구형인 니켈비율이 낮은 523이라서 화재위험은 상대적으로 덜하죠. 단지 효율이..ㅜ.ㅜ,후니l코나SX2l대전,2024-08-02 08:31:00
1524798,중국에서도 말이 많은 배터리 라네요,그랜져없음I충북,2024-08-02 08:10:00
1524798,식당에 원료 원산지 부착해 놓은 것처럼 앞으로 전기차도 배터리 원산지 표기의무화가 필요할까요?,다둥이 아빠l서울,2024-08-02 08:13:00
1524798,"하이니켈, 각형이라는 두가지 특성인 것으로 생각됩니다. 하이니켈이 무조건 화재위험성이 높은 건 아니지만 관리포인트가 많아 아직 중국업체들이 하이니켈 기술력이 조금 부족한 측면이 있습니다. 그래서 중국현지에서도 이슈가 많았었구요. 그리고 각형배터리 특성상 캔을 쓰다보니 셀자체가 강성이 있긴하나 벤팅구조에서 해결가능한 마진을 벗어난 경우 폭발 위험성이 있습니다. 금속파편 분진의 위험도 있구요. LG나 SK가 쓰는 파우치는 셀간 열전이에서는 불리하지만 이슈가 발생했을 때 파우치다 보니 실링이 터지면서 셀자체가 벤팅되는 특성때문에 화재가 나더라도 폭발이 발생하는 경우는 거의 없죠. 이번 영상보면 기존 화재와 달리 충전 중도 아닌데 폭발하는 장면이 있는 건 각형의 취약점을 보여준 것 같습니다. 어떤게 더 안전하다는 걸 평가할 수는 없고 각각의 장단이 있는 것로 보입니다. 기술력이 발전하면 점점 더 안전해지지 않을까 싶습니다. 중국산 LFP는 사실 믿을만 하지만 하이니켈 제품은 조금 시기상조가 아닌가 생각은 드네요.",하야시I아닉6I서울,2024-08-02 08:53:00
1524798,"100%완충한 상태가 낮은 충전상태보다 더 불안정한 상태라는데요. 완충은 주행 직전에 하고, 주차시에는 최고 80~90프로대로 해 두는게 좋겠죠?",다둥이 아빠l서울,2024-08-02 08:54:00
1524798,"얼마전 어떤 글을 보니 100%완충될 경우 전류를 차단해주더라도 오류로 인해 미세전류가 흐를 수 있어 위험하다고 하더라구요. 가급적 완속으로 하시면 90%를 안넘기게 설정하는게 좋을 것 같고, 급속은 80%룰을 지키는게 가장 좋지 않을까 싶습니다. 100%를 못쓰면 왠지 손해보는 느낌이긴 하지만, 요즘 충전소들이 그나마 잘되어 있으니 완충하는 건 셀밸런싱 할 때만 한두달에 한 번정도 하고, 나머지는 90%나 80%로 하는게 가장 안전할 듯 합니다.",하야시I아닉6I서울,2024-08-02 08:58:00
1524798,감사합니다,다둥이 아빠l서울,2024-08-02 08:59:00
1524798,충돌이나 충전중이 아니었는데 폭발이라니.. 인명사고 없었던게 그나마 다행이네요.,꿈속lEV9l청주,2024-08-02 08:57:00
1524798,"EQE : Catl 독일 에르푸르트 공장EQA, EQB, EQC, : LG 에너지솔루션 독일 공장IX3 : Catl 배터리 중국 공장코나, 니로 : Catl 배터리 중국 공장Ev3 : 그린파워 인도네시아 공장 (그린파워는 EV3가 자동차 배터리를 처음으로 생산)",레이IEQA아이6I경기,2024-08-02 09:06:00
1524798,EQE배터리 관련 벤츠 전기차 개발총괄자와의 인터뷰 기사 참고하세요 .https://naver.me/5S9UEK0z,다둥이 아빠l서울,2024-08-02 09:14:00
1524798,기재해 주신 내용을 게재글에 반영해 두었습니다.,다둥이 아빠l서울,2024-08-02 09:24:00
1524798,"오 이정보는 정말 감사합니다. 그런데 가장 많이 보이는 ev6, 아이오닉5의 배터리는 어디 공장인가요? 안타까운건 작성해주신 정보중에 한국공장에서 생산하는 한국배터리는 어디에서도 보이지 않네요? ㅠㅠ",초보와이I모델YI미국,2024-08-02 10:00:00
1524798,eqb는 독일이 아니라 헝가리 공장입니다.그리고 eqa eqb eqc는 lg엔솔 or sk온 배터리입니다.eqe eqs는 catl 배터리고,브라우니IeqaI서울,2024-08-02 11:23:00
1524798,배터리로 발생한 모든 문제는 벤츠에서 책임 진다고 했는데... 과연,자아한다,2024-08-02 14:58:00
1524798,"담당자 인터뷰기사보니 배터리 제조사는 고객이 신경쓸필요없다,히트펌프는 필요없다 좀 아닌데?;;;",차단판독기I울산,2024-08-02 21:31:00
1524798,찾아보니 eqb catl811 이번에 불난거랑 동일한거라는데 뭐가맞나요?,아라리요I 모델3I김해,2024-08-02 19:57:00
1524798,사고 원인은 손상된 배터리 과전압 오류일까요? 아니면 누군가 의도적인 방화?,지속가능7,2024-08-03 16:11:00
1524748,중국산 배터리 입니다.,디옵터68ㅣ부산,2024-08-02 05:12:00
1524748,현대 테슬라도 중국산 씁니다 중국산은 문제이고 국산은 문제가 없나요????,싼타l서울,2024-08-02 05:26:00
1524748,국산이든 증국산이든 불이나면 안되죠. 사람이 죽을수 있는데 어떤 배터리인가 궁금해서 보니 중국산 catl이라고 되어있어서 적은건데 문제가 되나요????,디옵터68ㅣ부산,2024-08-02 05:44:00
1524748,문제가되면 삭제할께요,디옵터68ㅣ부산,2024-08-02 05:44:00
1524748,CATL NCM배터리가 정확한거고코나 니로에도 적용되고있는걸로 압니다국산 NCM도 불많이 났었구요,별II서울,2024-08-02 05:57:00
1524748,"전기차 화재는 어느 차 어느 베터리의문제는 아닌것같고 여러복합적인원인이 응축되었을때 일어나는 듯한데요 시간과데이터가 좀더 필요하겠죠 화재의이유라든가 예방책이 나오려면,,,오늘도 안운들하세요~",생뚱이Iq4eI인천,2024-08-02 06:42:00
1524748,정말 안타까운일이네요 전기차 인기가 걱정이네요 중국산 베터리 문제인가요?,여주전기,2024-08-02 06:56:00
1524748,전기차 구매예정인데 쫄리네요 ㅜㅜ,예민아빠I인천,2024-08-02 06:59:00
1524748,차종이 화재로 문제많은 리콜차량이랍니다 받은지는 모르겠고,그랜져없음I충북,2024-08-02 08:28:00
1524748,중국이 잘 만드는건 lfp 배터리로 알고있어요. 삼원계는 문제가 많은걸로 압니다. 사고가 나거나 충전중 화재도 문제인데 이번경우는 충전도 아닌것 처럼보이는데 저도 전기차가 있는 입장이지만 쫄리긴 합니다.,디옵터68ㅣ부산,2024-08-02 08:37:00
1524708,지하주차장에서만 안나갔으면 좋겠습니다,깨닢l충남,2024-08-02 00:43:00
1524708,계속이런일이 생기면 못나간다할 명분이 없습니다...,맥스큐lEV6l경남,2024-08-02 00:44:00
1524708,나가게 할 명분은요? 지하주차장도 내 재산의 일부이고 공동주택관리법 등 법제화 되지 않는한 전 죽어도 안나갈겁니다,플스I모델3I경기,2024-08-02 00:59:00
1524708,그럼 하브나 플하는요?같이 밀려나려나요?,정보정보I아5I서울,2024-08-02 01:03:00
1524708,"길게 설명드리긴 그렇지만, 쉽지 않습니다...",맥스큐lEV6l경남,2024-08-02 01:11:00
1524708,관리규약 말씀하시는거 같은데 공주법에 종속되기 때문에 상위법에 강행규정이 있지 않는 이상 강제성을 가지긴 힘듭니다. 위반해도 처벌에 정당성은 없다는거죠,플스I모델3I경기,2024-08-02 01:25:00
1524708,법에서 정하지 않은 사항은 관리규약이 우선합니다. 전기차 충전기는 지하주차장에 설치하여야한다. 이런 법조항 없으면 법이 관리규약 못이깁니다. 비슷한 예로 카라반이나 캠핑용 트레일러를 아파트 단지에 주차못하게 하는 관리규약때문에 관련 소송이 많았지만 결국 관리규약이 이겼습니다.,줍줍 I전기차I일산,2024-08-02 06:07:00
1524708,관리규약이 그렇게 강력하다면 전기차들 쫓겨나는건 시간문제군요... 트레일러처럼 아파트 살면서 단지내 주차가 불가한 상황이...,플스I모델3I경기,2024-08-02 07:13:00
1524708,방법이 있습니다!우리 모두 입대위에 출마합시다!!,줍줍 I전기차I일산,2024-08-02 09:30:00
1524708,지상주차장에 자리가 없으면 지하에 못들어가게 하는건 아니겠죠...,광양T간소남,2024-08-02 00:45:00
1524708,이런 사건이 있을때마다 실제로 충전소 자체를 지상으로 옮기거나 하는곳이 많고 충전자체를 문제 삼는곳도 많아지고 있어요.,맥스큐lEV6l경남,2024-08-02 00:50:00
1524708,"간소남님 말씀은 지상공원화 아파트, 즉 지상에 주차장이 없는 아파트를 말하는것 같습니다. 요즘 지상주차장이 없는 신축들이 많은데 이런 경우는 전기차는 아예 주차장 진입금지 할수는 없으니깐요. 충전소 역시 지상으로 옮길만한 곳이 없구요",오분의힘Ii4I광주,2024-08-02 08:33:00
1524708,"맞습니다.... 누군가들은 전기차 안타면 좋다고 시기상조 어쩌구 하는데 이런식으로 전기차 시장이 캐즘이 아닌 장기불황으로 가게되면 기존 전기차주들도 좋을게 전혀 없습니다. 차량 수리비가 늘면서 보험료도 올라가고, 전기차 충전기 제조, 운영업체들 안그래도 지금 악실적인데 충전기 제조 및 유지보수비용이 계속 증가하며 충전요금은 오르고 고장난 충전기들이 널립니다...",Cold HKI볼트I서울,2024-08-02 00:48:00
1524708,맞습니다. 제조사는 그냥 하이브리드나 내연팔면 그만 입니다. 오히려 전동화가 미치도록 싫은 제조사들은 더 부추기겠죠. 전체적인 전기차 산업 자체가 점점 안좋아 질겁니다.,맥스큐lEV6l경남,2024-08-02 00:53:00
1524708,맞습니다.전기차 늘지 않으면 충전소 투자도 줄어들거고충전물량이 없으면 투자비도 못건지고 적자날거고 그건 고스란이 기존 전기차주들 부담이 되겠죠시기상조 외치는건 그냥 자뻑이나 마찬가지죠하브에 밀려 설자리도 없어질겁니다,별II서울,2024-08-02 06:04:00
1524708,그게 최고 단점이지요.누군가가 전기차 단점이 뭐냐고 물으면이 카페가 전기차 단점이다라고 우수개 소리로말하면 농담처럼만 받아 들이더라고요.다른 사람들이 안사서 좋다?나만 즐겨서 좋다?충전 인프라도 적은데 전기차 많아지면 충전만불편하니 시기상조설 환영이다?단점이지요이런 생각들을 가지고 있는 전기차 운영자들이.무척 단적인 생각만 하는 그들이전기차의 발전과 관련 인프라 확충의 속도를저해하는 요소일건데요.,후추마차l김포,2024-08-02 08:22:00
1524708,근데 요즘 아파트는 지상주차장 없는곳도 많아서 막기는 어려울겁니다. 엄연히 관리비 내며 살고 있는 입주민인데 일방적으로 주차장 이용권을 박탈할수가 있을까요?,어스IQ4l양산,2024-08-02 00:53:00
